gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpNPY	NAKED PINS IN YUC MUTANTS 1-LIKE		NPH3/RPT2-like (NRL) protein			Under preparation			Public
MpPDK1	3-phosphoinositide-dependent protein kinase		AGC kinase PDK1						Public
MpPHD	PHD		Homeodomain protein	Genome paper Mapoly0080s0093	Mapoly0080s0093; Mp4g02060				Public
MpPHOT	PHOTOTROPIN		blue-light receptor PHOTOTROPIN	Description=The plant-specific kinase phototropin (phot) is the blue-light receptor for chloroplast movements. The M. polymorpha genome encodes a single PHOT gene, MpPHOT, and its knockout line displayed none of the chloroplast photorelocation movements. Mpphot protein was localized on the plasma membrane and exhibited blue-light-dependent autophosphorylation both in vitro and in vivo.	Mapoly0133s0008; Mp5g03810	Komatsu et al., Plant Physiol. 166, 411-427 (2014). PMID: 25096976	PMID: 25096976		Published
MpPHY	PHYTOCHROME		Red light/Far-red light receptor PHYTOCHROME		Mapoly0122s0054; Mp2g16090	Nishihama et al. J. Plant Res. 128:407-421 (2015).; Inoue et al. Plant Cell 28:1406-1421 (2016).	25841334; 27252292	10.1007/s10265-015-0724-9; 10.1105/tpc.15.01063	Published
MpPIF	PHYTOCHROME INTERACTING FACTOR	MpBHLH6	phytochrome interacting bHLH transcription factor, PIF	Marchantia polymorpha has only one phytochrome gene, MpPHY, and only one PIF gene, MpPIF. These genes mediate typical low fluence responses, which are reversibly elicited by R and FR, and regulate gene expression.	Mapoly0039s0059; Mp3g17350	Inoue et al., Plant Cell 28, 1406-1421 (2016).	27252292	10.1105/tpc.15.01063	Published
MpPIN1	PIN-FORMED 1		Encodes auxin efflux carrier	Genome paper MpPIN1: Mapoly0089s0050 MpPIN2: Mapoly0027s0112 MpPIN3: Mapoly0053s0108 MpPIN4: Mapoly0027s0111 MpPIN5: Mapoly0027s0108	Mapoly0089s0050; Mp3g21660				Public
MpPIN2	PIN-FORMED 2		Encodes auxin efflux carrier	Genome paper MpPIN1: Mapoly0089s0050 MpPIN2: Mapoly0027s0112 MpPIN3: Mapoly0053s0108 MpPIN4: Mapoly0027s0111 MpPIN5: Mapoly0027s0108	Mapoly0027s0112; Mp5g05140				Public
MpPIN3	PIN-FORMED 3		Encodes auxin efflux carrier	Genome paper MpPIN1: Mapoly0089s0050 MpPIN2: Mapoly0027s0112 MpPIN3: Mapoly0053s0108 MpPIN4: Mapoly0027s0111 MpPIN5: Mapoly0027s0108	Mapoly0053s0108; Mp6g07950				Public
MpPIN4	PIN-FORMED 4		Encodes auxin efflux carrier	Genome paper MpPIN1: Mapoly0089s0050 MpPIN2: Mapoly0027s0112 MpPIN3: Mapoly0053s0108 MpPIN4: Mapoly0027s0111 MpPIN5: Mapoly0027s0108	Mapoly0027s0111; Mp5g05150				Public
MpPIN5	PIN-FORMED 5		Encodes auxin efflux carrier	Genome paper MpPIN1: Mapoly0089s0050 MpPIN2: Mapoly0027s0112 MpPIN3: Mapoly0053s0108 MpPIN4: Mapoly0027s0111 MpPIN5: Mapoly0027s0108	Mapoly0027s0108; Mp5g05180				Public
MpPINTOX	PINTOX		Homeodomain protein	Genome paper Mapoly0029s0145	Mapoly0029s0145; Mp1g01010				Public
MpPKAC	cAMP-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT		PKA catalytic subunit			In preparation			Public
MpPKARA	cAMP-DEPENDENT PROTEIN KINASE REGULATORY SUBUNIT a		PKA regulatory subunit a			In preparation			Public
MpPKARB	cAMP-DEPENDENT PROTEIN KINASE REGULATORY SUBUNIT b		PKA regulatory subunit b			In preparation			Public
MpPKG	cGMP-DEPENDENT PROTEIN KINASE		cGMP-DEPENDENT PROTEIN KINASE			In preparation			Public
MpPLINC	PLINC		Zinc finger class homeodomain	Genome paper Mapoly0063s0098	Mapoly0063s0098; Mp8g08190				Public
MpPML	PLASTID MOVEMENT IMPAIRED-LIKE		C2 domain protein for chloroplast photorelocation movement			In preparation			Public
MpPPP1	MpPPP1		transcription factor, PPP1		Mapoly0148s0001.1; Mp4g17170.1				Public
MpPPR_1	Pentatricopeptide repeat protein PPR_1		Pentatricopeptide repeat proteins	Genome paper MpPPR_1: Mapoly0001s0055.1	Mapoly0001s0055.1; Mp1g17150.1				Public
MpPPR_2	Pentatricopeptide repeat protein PPR_2		Pentatricopeptide repeat proteins	Genome paper MpPPR_2: Mapoly0001s0141.1	Mapoly0001s0141.1; Mp1g18030.1				Public
MpPPR_3	Pentatricopeptide repeat protein PPR_3		Pentatricopeptide repeat proteins	Genome paper MpPPR_3: Mapoly0001s0500.1	Mapoly0001s0500.1; Mp1g21650.1				Public
MpPPR_4	Pentatricopeptide repeat protein PPR_4		Pentatricopeptide repeat proteins	Genome paper MpPPR_4: Mapoly0001s0556.1	Mapoly0001s0556.1; Mp1g22180.1				Public
MpPPR_5	Pentatricopeptide repeat protein PPR_5		Pentatricopeptide repeat proteins	Genome paper MpPPR_5: Mapoly0002s0014.1	Mapoly0002s0014.1; Mp1g28660.1				Public
MpPPR_6	Pentatricopeptide repeat protein PPR_6		Pentatricopeptide repeat proteins	Genome paper MpPPR_6: Mapoly0002s0203.1	Mapoly0002s0203.1; Mp1g26750.1				Public
MpPPR_7	Pentatricopeptide repeat protein PPR_7		Pentatricopeptide repeat proteins	Genome paper MpPPR_7: Mapoly0002s0313.1	Mapoly0002s0313.1; Mp1g25580.1				Public
MpPPR_8	Pentatricopeptide repeat protein PPR_8		Pentatricopeptide repeat proteins	Genome paper MpPPR_8: Mapoly0003s0298.1	Mapoly0003s0298.1; Mp7g12900.1				Public
MpPPR_9	Pentatricopeptide repeat protein PPR_9		Pentatricopeptide repeat proteins	Genome paper MpPPR_9: Mapoly0009s0070.1	Mapoly0009s0070.1; Mp7g13850.1				Public
MpPPR_10	Pentatricopeptide repeat protein PPR_10		Pentatricopeptide repeat proteins	Genome paper MpPPR_10: Mapoly0009s0209.1	Mapoly0009s0209.1; Mp7g15250.1				Public
MpPPR_11	Pentatricopeptide repeat protein PPR_11		Pentatricopeptide repeat proteins	Genome paper MpPPR_11: Mapoly0011s0128.1	Mapoly0011s0128.1; Mp4g11440.1				Public
MpPPR_12	Pentatricopeptide repeat protein PPR_12		Pentatricopeptide repeat proteins	Genome paper MpPPR_12: Mapoly0012s0141.1	Mapoly0012s0141.1; Mp8g03500.1				Public
MpPPR_13	Pentatricopeptide repeat protein PPR_13		Pentatricopeptide repeat proteins	Genome paper MpPPR_13: Mapoly0014s0054.1	Mapoly0014s0054.1; Mp1g11730.1				Public
MpPPR_14	Pentatricopeptide repeat protein PPR_14		Pentatricopeptide repeat proteins	Genome paper MpPPR_14: Mapoly0015s0193.1	Mapoly0015s0193.1; Mp2g09100.1				Public
MpPPR_15	Pentatricopeptide repeat protein PPR_15		Pentatricopeptide repeat proteins	Genome paper MpPPR_15: Mapoly0019s0056.1	Mapoly0019s0056.1; Mp1g12860.1				Public
MpPPR_16	Pentatricopeptide repeat protein PPR_16		Pentatricopeptide repeat proteins	Genome paper MpPPR_16: Mapoly0019s0086.1	Mapoly0019s0086.1; Mp1g13160.1				Public
MpPPR_17	Pentatricopeptide repeat protein PPR_17		Pentatricopeptide repeat proteins	Genome paper MpPPR_17: Mapoly0020s0110.1	Mapoly0020s0110.1; Mp4g23470.1				Public
MpPPR_18	Pentatricopeptide repeat protein PPR_18		Pentatricopeptide repeat proteins	Genome paper MpPPR_18: Mapoly0022s0009.1	Mapoly0022s0009.1; Mp3g05190.1				Public
MpPPR_19	Pentatricopeptide repeat protein PPR_19		Pentatricopeptide repeat proteins	Genome paper MpPPR_19: Mapoly0023s0082.1	Mapoly0023s0082.1; Mp2g11150.1				Public
MpPPR_20	Pentatricopeptide repeat protein PPR_20		Pentatricopeptide repeat proteins	Genome paper MpPPR_20: Mapoly0026s0011.1	Mapoly0026s0011.1; Mp2g13600.1				Public
MpPPR_21	Pentatricopeptide repeat protein PPR_21		Pentatricopeptide repeat proteins	Genome paper MpPPR_21: Mapoly0026s0069.1	Mapoly0026s0069.1; Mp2g13030.1				Public
MpPPR_22	Pentatricopeptide repeat protein PPR_22		Pentatricopeptide repeat proteins	Genome paper MpPPR_22: Mapoly0029s0090.1	Mapoly0029s0090.1; Mp1g01570.1				Public
MpPPR_23	Pentatricopeptide repeat protein PPR_23		Pentatricopeptide repeat proteins	Genome paper MpPPR_23: Mapoly0031s0063.1	Mapoly0031s0063.1; Mp2g04070.1				Public
MpPPR_24	Pentatricopeptide repeat protein PPR_24		Pentatricopeptide repeat proteins	Genome paper MpPPR_24: Mapoly0031s0117.1	Mapoly0031s0117.1; Mp2g04620.1				Public
MpPPR_25	Pentatricopeptide repeat protein PPR_25		Pentatricopeptide repeat proteins	Genome paper MpPPR_25: Mapoly0033s0149.1	Mapoly0033s0149.1; Mp1g15120.1				Public
MpPPR_26	Pentatricopeptide repeat protein PPR_26		Pentatricopeptide repeat proteins	Genome paper MpPPR_26: Mapoly0036s0017.1	Mapoly0036s0017.1; Mp1g07710.1				Public
MpPPR_27	Pentatricopeptide repeat protein PPR_27		Pentatricopeptide repeat proteins	Genome paper MpPPR_27: Mapoly0038s0061.1	Mapoly0038s0061.1; Mp6g18510.1				Public
MpPPR_28	Pentatricopeptide repeat protein PPR_28		Pentatricopeptide repeat proteins	Genome paper MpPPR_28: Mapoly0039s0078.1	Mapoly0039s0078.1; Mp3g17160.1				Public
MpPPR_29	Pentatricopeptide repeat protein PPR_29		Pentatricopeptide repeat proteins	Genome paper MpPPR_29: Mapoly0039s0079.1	Mapoly0039s0079.1; Mp3g17150.1				Public
MpPPR_30	Pentatricopeptide repeat protein PPR_30		Pentatricopeptide repeat proteins	Genome paper MpPPR_30: Mapoly0041s0109.1	Mapoly0041s0109.1; Mp4g18280.1				Public
MpPPR_31	Pentatricopeptide repeat protein PPR_31		Pentatricopeptide repeat proteins	Genome paper MpPPR_31: Mapoly0043s0079.1	Mapoly0043s0079.1; Mp1g06870.1				Public
MpPPR_32	Pentatricopeptide repeat protein PPR_32		Pentatricopeptide repeat proteins	Genome paper MpPPR_32: Mapoly0043s0117.1	Mapoly0043s0117.1; Mp1g07240.1				Public
MpPPR_33	Pentatricopeptide repeat protein PPR_33		Pentatricopeptide repeat proteins	Genome paper MpPPR_33: Mapoly0044s0135.1	Mapoly0044s0135.1; Mp4g03380.1				Public
MpPPR_34	Pentatricopeptide repeat protein PPR_34		Pentatricopeptide repeat proteins	Genome paper MpPPR_34: Mapoly0047s0077.1	Mapoly0047s0077.1; Mp6g14230.1				Public
MpPPR_35	Pentatricopeptide repeat protein PPR_35		Pentatricopeptide repeat proteins	Genome paper MpPPR_35: Mapoly0047s0104.1	Mapoly0047s0104.1; Mp6g14500.1				Public
MpPPR_36	Pentatricopeptide repeat protein PPR_36		Pentatricopeptide repeat proteins	Genome paper MpPPR_36: Mapoly0048s0090.1	Mapoly0048s0090.1; Mp5g09810.1				Public
MpPPR_37	Pentatricopeptide repeat protein PPR_37		Pentatricopeptide repeat proteins	Genome paper MpPPR_37: Mapoly0053s0063.1	Mapoly0053s0063.1; Mp6g07490.1				Public
MpPPR_38	Pentatricopeptide repeat protein PPR_38		Pentatricopeptide repeat proteins	Genome paper MpPPR_38: Mapoly0059s0080.1	Mapoly0059s0080.1; Mp6g12660.1				Public
MpPPR_39	Pentatricopeptide repeat protein PPR_39		Pentatricopeptide repeat proteins	Genome paper MpPPR_39: Mapoly0061s0076.1	Mapoly0061s0076.1; Mp1g24450.1				Public
MpPPR_40	Pentatricopeptide repeat protein PPR_40		Pentatricopeptide repeat proteins	Genome paper MpPPR_40: Mapoly0062s0069.1	Mapoly0062s0069.1; Mp7g04570.1				Public
MpPPR_41	Pentatricopeptide repeat protein PPR_41		Pentatricopeptide repeat proteins	Genome paper MpPPR_41: Mapoly0063s0054.1	Mapoly0063s0054.1; Mp8g08650.1				Public
MpPPR_42	Pentatricopeptide repeat protein PPR_42		Pentatricopeptide repeat proteins	Genome paper MpPPR_42: Mapoly0066s0020.1	Mapoly0066s0020.1; Mp4g01230.1				Public
MpPPR_43	Pentatricopeptide repeat protein PPR_43		Pentatricopeptide repeat proteins	Genome paper MpPPR_43: Mapoly0068s0065.1	Mapoly0068s0065.1; Mp7g09120.1				Public
MpPPR_44	Pentatricopeptide repeat protein PPR_44		Pentatricopeptide repeat proteins	Genome paper MpPPR_44: Mapoly0068s0098.1	Mapoly0068s0098.1; Mp7g09450.1				Public
MpPPR_45	Pentatricopeptide repeat protein PPR_45		Pentatricopeptide repeat proteins	Genome paper MpPPR_45: Mapoly0071s0071.1	Mapoly0071s0071.1; Mp5g15380.1				Public
MpPPR_46	Pentatricopeptide repeat protein PPR_46		Pentatricopeptide repeat proteins	Genome paper MpPPR_46: Mapoly0071s0072.1	Mapoly0071s0072.1; Mp5g15370.1				Public
MpPPR_47	Pentatricopeptide repeat protein PPR_47		Pentatricopeptide repeat proteins	Genome paper MpPPR_47: Mapoly0072s0009.1	Mapoly0072s0009.1; Mp2g23220.1				Public
MpPPR_48	Pentatricopeptide repeat protein PPR_48		Pentatricopeptide repeat proteins	Genome paper MpPPR_48: Mapoly0078s0043.1	Mapoly0078s0043.1; Mp5g00440.1				Public
MpPPR_49	Pentatricopeptide repeat protein PPR_49		Pentatricopeptide repeat proteins	Genome paper MpPPR_49: Mapoly0079s0007.1	Mapoly0079s0007.1; Mp8g16070.1				Public
MpPPR_50	Pentatricopeptide repeat protein PPR_50		Pentatricopeptide repeat proteins	Genome paper MpPPR_50: Mapoly0090s0080.1	Mapoly0090s0080.1; Mp4g21410.1				Public
MpPPR_51	Pentatricopeptide repeat protein PPR_51		Pentatricopeptide repeat proteins	Genome paper MpPPR_51: Mapoly0096s0019.1	Mapoly0096s0019.1; Mp1g09820.1				Public
MpPPR_52	Pentatricopeptide repeat protein PPR_52		Pentatricopeptide repeat proteins	Genome paper MpPPR_52: Mapoly0114s0040.1	Mapoly0114s0040.1; Mp4g06140.1				Public
MpPPR_53	Pentatricopeptide repeat protein PPR_53		Pentatricopeptide repeat proteins	Genome paper MpPPR_53: Mapoly0116s0031.1	Mapoly0116s0031.1; Mp4g20290.1				Public
MpPPR_54	Pentatricopeptide repeat protein PPR_54		Pentatricopeptide repeat proteins	Genome paper MpPPR_54: Mapoly0117s0021.1	Mapoly0117s0021.1; Mp5g16850.1				Public
MpPPR_55	Pentatricopeptide repeat protein PPR_55		Pentatricopeptide repeat proteins	Genome paper MpPPR_55: Mapoly0122s0044.1	Mapoly0122s0044.1; Mp2g16190.1				Public
MpPPR_56	Pentatricopeptide repeat protein PPR_56		Pentatricopeptide repeat proteins	Genome paper MpPPR_56: Mapoly0127s0011.1	Mapoly0127s0011.1; Mp5g07730.1				Public
MpPPR_57	Pentatricopeptide repeat protein PPR_57		Pentatricopeptide repeat proteins	Genome paper MpPPR_57: Mapoly0145s0003.1	Mapoly0145s0003.1; Mp6g17830.1				Public
MpPPR_58	Pentatricopeptide repeat protein PPR_58		Pentatricopeptide repeat proteins	Genome paper MpPPR_58: Mapoly0147s0011.1	Mapoly0147s0011.1; Mp5g02180.1				Public
MpPPR_59	Pentatricopeptide repeat protein PPR_59		Pentatricopeptide repeat proteins	Genome paper MpPPR_59: Mapoly0166s0014.1	Mapoly0166s0014.1; Mp5g22200.1				Public
MpPPR_60	Pentatricopeptide repeat protein PPR_60		Pentatricopeptide repeat proteins	Genome paper MpPPR_60: Mapoly0064s0021.1	Mapoly0064s0021.1; Mp8g01790.1				Public
MpPPR_61	Pentatricopeptide repeat protein PPR_61		Pentatricopeptide repeat proteins	Genome paper MpPPR_61: Mapoly0043s0002.1	Mapoly0043s0002.1; Mp1g06100.1				Public
MpPPR_62	Pentatricopeptide repeat protein PPR_62		Pentatricopeptide repeat proteins	Genome paper MpPPR_62: Mapoly0036s0055.1	Mapoly0036s0055.1; Mp1g08110.1				Public
MpPPR_63	Pentatricopeptide repeat protein PPR_63		Pentatricopeptide repeat proteins	Genome paper MpPPR_63: Mapoly0061s0009.1	Mapoly0061s0009.1; Mp1g25160.1				Public
MpPPR_64	Pentatricopeptide repeat protein PPR_64		Pentatricopeptide repeat proteins	Genome paper MpPPR_64: Mapoly0031s0123.1	Mapoly0031s0123.1; Mp2g04680.1				Public
MpPPR_65	Pentatricopeptide repeat protein PPR_65		Pentatricopeptide repeat proteins	Genome paper MpPPR_65: Mapoly0003s0152.1	Mapoly0003s0152.1; Mp7g11380.1				Public
MpPPR_66	Pentatricopeptide repeat protein PPR_66		Pentatricopeptide repeat proteins	Genome paper MpPPR_66: Mapoly0035s0104.1	Mapoly0035s0104.1; Mp6g03240.1				Public
MpPPR_67	Pentatricopeptide repeat protein PPR_67		Pentatricopeptide repeat proteins	Genome paper MpPPR_67: Mapoly0036s0086.1	Mapoly0036s0086.1; Mp1g08430.1				Public
MpPPR_68	Pentatricopeptide repeat protein PPR_68		Pentatricopeptide repeat proteins	Genome paper MpPPR_68: Mapoly0036s0094.1	Mapoly0036s0094.1; Mp1g08510.1				Public
MpPPR_69	Pentatricopeptide repeat protein PPR_69		Pentatricopeptide repeat proteins	Genome paper MpPPR_69: Mapoly0039s0098.1	Mapoly0039s0098.1; Mp3g16970.1				Public
MpPPR_70	Pentatricopeptide repeat protein PPR_70		Pentatricopeptide repeat proteins	Genome paper MpPPR_70: Mapoly0050s0075.1	Mapoly0050s0075.1; Mp3g12830.1				Public
MpPPR_71	Pentatricopeptide repeat protein PPR_71		Pentatricopeptide repeat proteins	Genome paper MpPPR_71: Mapoly0089s0054.1	Mapoly0089s0054.1; Mp3g21620.1				Public
MpPPR_72	Pentatricopeptide repeat protein PPR_72		Pentatricopeptide repeat proteins	Genome paper MpPPR_72: Mapoly0114s0020.1	Mapoly0114s0020.1; Mp4g06330.1				Public
MpPPR_73	Pentatricopeptide repeat protein PPR_73		Pentatricopeptide repeat proteins	Genome paper MpPPR_73: Mapoly0154s0039.1	Mapoly0154s0039.1; Mp8g16250.1				Public
MpPPR_74	Pentatricopeptide repeat protein PPR_74		Pentatricopeptide repeat proteins	Genome paper MpPPR_74: Mapoly0114s0038.1	Mapoly0114s0038.1; Mp4g06160.1				Public
MpPRM	PROTAMINE-LIKE		protamine-like protein		Mapoly0004s0232; Mp3g14390	Higo et al., Plant Cell Physiol. 57:325-338 (2016).	26858289	10.1093/pcp/pcw005	Published
MpPYL1	MpPYL1		PYR1-like abscisic acid receptor		Mapoly0030s0080.1; Mp8g17460.1				Public
MpPYL2	MpPYL2		PYR1-like abscisic acid receptor		Mapoly0313s0001.1; Mp2g18190.1				Public
MpPYL3	MpPYL3		PYR1-like abscisic acid receptor		Mapoly0508s0001.1				Public
MpPYL4	MpPYL4		PYR1-like abscisic acid receptor		Mapoly0030s0140.1; Mp8g18070.1				Public
MpPYL5	MpPYL5		PYR1-like abscisic acid receptor		Mapoly0145s0004.1; Mp6g17820.1				Public
MpR2R3-MYB1	MpR2R3-MYB1		transcription factor, MYB		Mapoly0001s0061.1; Mp1g17210.1				Public
MpR2R3-MYB10	MpR2R3-MYB10		transcription factor, MYB		Mapoly0034s0034.1; Mp6g04830.1				Public
MpR2R3-MYB11	MpR2R3-MYB11		transcription factor, MYB		Mapoly0040s0004.1; Mp2g22110.1				Public
MpR2R3-MYB12	MpR2R3-MYB12		transcription factor, MYB		Mapoly0056s0127.1; Mp6g16170.1				Public
MpR2R3-MYB13	MpR2R3-MYB13		transcription factor, MYB		Mapoly0072s0075.1; Mp2g22560.1				Public
MpR2R3-MYB14	MpR2R3-MYB14		transcription factor, MYB		Mapoly0073s0038.1; Mp5g19050.1				Public
MpR2R3-MYB15	MpR2R3-MYB15		transcription factor, MYB		Mapoly0085s0092.1; Mp3g09350.1				Public
MpR2R3-MYB16	MpR2R3-MYB16		transcription factor, MYB		Mapoly0092s0005.1; Mp5g13030.1				Public
MpR2R3-MYB17	MpR2R3-MYB17		transcription factor, MYB		Mapoly0096s0058.1; Mp1g09420.1				Public
MpR2R3-MYB18	MpR2R3-MYB18		transcription factor, MYB		Mapoly0123s0012.1; Mp7g16300.1				Public
MpR2R3-MYB19	MpR2R3-MYB19		transcription factor, MYB		Mapoly0318s0001.1; Mp5g13060.1				Public
MpR2R3-MYB2	MpR2R3-MYB2		transcription factor, MYB		Mapoly0006s0226.1; Mp3g07510.1				Public
MpR2R3-MYB20	MpR2R3-MYB20		transcription factor, MYB		Mapoly0874s0001.1; Mp4g21790.1				Public
MpR2R3-MYB3	MpR2R3-MYB3		transcription factor, MYB		Mapoly0007s0265.1; Mp3g02770.1				Public
MpR2R3-MYB4	MpR2R3-MYB4		transcription factor, MYB		Mapoly0007s0271.1; Mp3g02830.1				Public
MpR2R3-MYB5	MpR2R3-MYB5		transcription factor, MYB		Mapoly0008s0029.1; Mp8g11870.1				Public
MpR2R3-MYB6	MpR2R3-MYB6		transcription factor, MYB		Mapoly0019s0071.1; Mp1g13010.1				Public
MpR2R3-MYB8	MpR2R3-MYB8		transcription factor, MYB		Mapoly0024s0094.1; Mp3g23170.1				Public
MpR2R3-MYB9	MpR2R3-MYB9		transcription factor, MYB		Mapoly0032s0153.1; Mp5g14610.1				Public
MpRAB11AY	Rat brain 11a		RAB GTPase	genome paper: MapolyY_A0041.1, Mapoly0018s0008.1	MapolyY_A0041.1; MpVg00760.1				Public
MpRAB11AX	Rat brain 11a		RAB GTPase	genome paper: MapolyY_A0041.1, Mapoly0018s0008.1	Mapoly0018s0008.1				Public
MpRAB11B	Rat brain 11b		RAB GTPase	genome paper: Mapoly0050s0009.1	Mapoly0050s0009.1; Mp3g12050.1				Public
MpRAB11C	Rat brain 11c		RAB GTPase	genome paper: Mapoly0007s0069.1	Mapoly0007s0069.1; Mp3g00730.1				Public
MpRAB18	Rat brain 18		RAB GTPase	genome paper: Mapoly0167s0019.1	Mapoly0167s0019.1; Mp6g05360.1				Public
MpRAB1A	Rat brain 1A		RAB GTPase	genome paper: Mapoly0072s0030.1	Mapoly0072s0030.1; Mp2g23010.1				Public
MpRAB1B	Rat brain 1B		RAB GTPase	genome paper: Mapoly0007s0067.1	Mapoly0007s0067.1; Mp3g00710.1				Public
MpRAB21	Rat brain 21		RAB GTPase	genome paper: Mapoly0001s0443.1	Mapoly0001s0443.1; Mp1g21080.1				Public
MpRAB23	Rat brain 23		RAB GTPase	genome paper: Mapoly0020s0116.1	Mapoly0020s0116.1; Mp4g23530.1				Public
MpRAB2A	Rat brain 2a		RAB GTPase	genome paper: Mapoly0170s0032.1	Mapoly0170s0032.1; Mp6g16450.1				Public
MpRAB2B	Rat brain 2B		RAB GTPase	genome paper: Mapoly0100s0038.1	Mapoly0100s0038.1; Mp3g25250.1				Public
MpRAB5	Rat brain 5		RAB GTPase	genome paper: Mapoly0036s0134.1	Mapoly0036s0134.1; Mp1g08940.1				Public
MpRAB6	Rat brain 6		RAB GTPase	genome paper: Mapoly0141s0004.1	Mapoly0141s0004.1; Mp5g03960.1				Public
MpRAB7	Rat brain 7		RAB GTPase	genome paper: Mapoly0946s0001.1	Mapoly0946s0001.1; Mp8g13820.1				Public
MpRAB8A	Rat brain 8A		RAB GTPase	genome paper: Mapoly0116s0012.1	Mapoly0116s0012.1; Mp4g20100.1				Public
MpRAB8B	Rat brain 8B		RAB GTPase	genome paper: Mapoly0057s0033.1	Mapoly0057s0033.1; Mp7g06380.1				Public
MpRAB8C	Rat brain 8c		RAB GTPase	genome paper: Mapoly0015s0029.1	Mapoly0015s0029.1; Mp2g07430.1				Public
MpRALF1	RAPID ALKALINIZATION FACTOR 1		cysteine-rich peptide RALF1	Genome paper: Mapoly0076s0067.1	Mapoly0076s0067.1; Mp7g07270.1				Public
MpRALF2	RAPID ALKALINIZATION FACTOR2		cysteine-rich peptide RALF2	Genome paper: Mapoly0040s0047.1	Mapoly0040s0047.1; Mp2g21670.1				Public
MpRALF3	RAPID ALKALINIZATION FACTOR3		cysteine-rich peptide RALF3	Genome paper: Mapoly0002s0166.1	Mapoly0002s0166.1; Mp1g27120.1				Public
MpRBCS	Ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit		Ortholog of Arabidopsis RBCS genes	Citrine fused with the amino terminal sequence of MpRBCS is transferred to chloroplasts. Some paralogous genes are encoded in the genome.	Mapoly0132s0032; Mp4g09890	Kanazawa et al., Plant Cell Physiol. 54, 1736-1748 (2013). PMID: 23975891	PMID: 23975891		Published
MpRKD	RKD		RWP-RK domain (RKD)-containing transcription factor	MpRKD, a single RWP-RK factor closely related to angiosperm RKDs, is preferentially expressed in developing eggs and sperm precursors in M. polymorpha. MpRKD is an essential regulator of germ cell differentiation. Mapoly0022s0128	Mapoly0022s0128; Mp3g04030	Koi et al. Cur. Biol. 26, 1775-1781 (2016); Rövekamp et al., Curr. Biol. 26, 1782-1789 (2016)			Published
MpRLK26	receptor-like kinase26		Universal stress protein family receptor-like kinase			Sasaki et al., Gene 401 (1-2), 135-144 (2007).PMID: 17698300	PMID: 17698300		Published
MpRR-MYB1	MpRR-MYB1		transcription factor, MYB		Mapoly0001s0480.1; Mp1g21450.1				Public
MpRR-MYB2	MpRR-MYB2		transcription factor, MYB		Mapoly0026s0070.1; Mp2g13020.1				Public
MpRR-MYB3	MpRR-MYB3		transcription factor, MYB		Mapoly0042s0072.1; Mp2g14450.1				Public
MpRR-MYB4	MpRR-MYB4		transcription factor, MYB		Mapoly0114s0007.1; Mp4g06490.1				Public
MpRR-MYB5	MpRR-MYB5		transcription factor, MYB		Mapoly0143s0011.1; Mp5g11830.1				Public
MpRR-MYB6	MpRR-MYB6		transcription factor, MYB		Mapoly0158s0003.1; Mp2g09320.1				Public
MpRRA	Type-A response regulator		cytokinin response regulator, type-A	Described as RR-A in Flores-Sandoval et al., Plant Cell Physiol. 57, 281-290 (2016)	Mapoly0022s0150.1; Mp3g03810.1	Flores-Sandoval et al., Plant Cell Physiol. 57, 281-290 (2016)	PMID: 25971256	10.1093/pcp/pcv068	Published
MpRRB	Type-B response regulator		cytokinin response regulator, type-B; transcription factor, GARP	Described as RR-B in Flores-Sandoval et al., Plant Cell Physiol. 57, 281-290 (2016)	Mapoly0101s0006.1; Mp4g20600.1	Flores-Sandoval et al., Plant Cell Physiol. 57, 281-290 (2016)	PMID: 25971256	doi:10.1093/pcp/pcv068	Published
MpRSL1	ROOTHAIR DEFECTIVE SIX-LIKE1	MpBHLH14	ROOTHAIR DEFECTIVE SIX-LIKE1	RSL) class I basic helix-loop-helix transcription factor positively regulates the development of the unicellular and multicellular structures that develop from individual cells that expand out of the epidermal plane of the liverwort Marchantia polymorpha; mutants that lack MpRSL1 function do not develop rhizoids, slime papillae, mucilage papillae, or gemmae.	Mp3g17930; Mapoly0039s0003	Proust et al. Cur. Biol. 26(1):93-99 (2016)	26725198	:10.1016/j.cub.2015.11.042	Published
MpRSL2	ROOTHAIR DEFECTIVE SIX-LIKE2		ROOTHAIR DEFECTIVE SIX-LIKE2			Proust et al., Cur. Biol. in press.  doi:10.1016/j.cub.2015.11.042		doi:10.1016/j.cub.2015.11.042	Published
MpRUP	repressor of UV-B photomorphogenesis		UV-B signaling protein						Public
MpRWP1	RWP-RK or RWP-RK1		RWP-RK domain containing protein	Mapoly0049s0118	Mapoly0049s0118; Mp3g19160	Koi et al. Cur. Biol. 26, 1775-1781 (2016); Rövekamp et al., Curr. Biol. 26, 1782-1789 (2016)			Published
MpS6K	p70 RIBOSOMAL S6K KINASE		AGC kinase S6K						Public
MpSABATH	SABATH methyltransferase		methyltransferase						Public
MpSAR1	Secretion-associated RAS-related protein 1		SAR/ARF GTPase	genome paper: Mapoly0082s0086.1	Mapoly0082s0086.1; Mp2g15910.1				Public
MpSAUR1	SMALL AUXIN UPREGULATED 1		Auxin responsive protein	Genome paper: MpSAUR1 Mapoly0035s0025	Mapoly0035s0025; Mp6g02400				Public
